,Name,Neighborhood,Tree Diameter
34951,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
35042,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
35251,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
38512,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
42195,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
43373,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
44543,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
45489,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
52319,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
54663,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
54699,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
55652,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
17385,Japanese zelkova,Lenox Hill-Roosevelt Island,2.0
38444,Japanese zelkova,Lenox Hill-Roosevelt Island,2.0
38459,Japanese zelkova,Lenox Hill-Roosevelt Island,2.0
54189,Japanese zelkova,Lincoln Square,2.0
54247,Japanese zelkova,Lincoln Square,2.0
196,Japanese zelkova,Lower East Side,2.0
24063,Japanese zelkova,Lower East Side,2.0
38937,Japanese zelkova,Manhattanville,2.0
53510,Japanese zelkova,Manhattanville,2.0
54594,Japanese zelkova,Manhattanville,2.0
14940,Japanese zelkova,Marble Hill-Inwood,2.0
34663,Japanese zelkova,Marble Hill-Inwood,2.0
34782,Japanese zelkova,Marble Hill-Inwood,2.0
35626,Japanese zelkova,Marble Hill-Inwood,2.0
36513,Japanese zelkova,Marble Hill-Inwood,2.0
37086,Japanese zelkova,Marble Hill-Inwood,2.0
37571,Japanese zelkova,Marble Hill-Inwood,2.0
38380,Japanese zelkova,Marble Hill-Inwood,2.0
41093,Japanese zelkova,Marble Hill-Inwood,2.0
41360,Japanese zelkova,Marble Hill-Inwood,2.0
42101,Japanese zelkova,Marble Hill-Inwood,2.0
42139,Japanese zelkova,Marble Hill-Inwood,2.0
42209,Japanese zelkova,Marble Hill-Inwood,2.0
42466,Japanese zelkova,Marble Hill-Inwood,2.0
42484,Japanese zelkova,Marble Hill-Inwood,2.0
43055,Japanese zelkova,Marble Hill-Inwood,2.0
43283,Japanese zelkova,Marble Hill-Inwood,2.0
44187,Japanese zelkova,Marble Hill-Inwood,2.0
52444,Japanese zelkova,Marble Hill-Inwood,2.0
38430,Japanese zelkova,Midtown-Midtown South,2.0
40219,Japanese zelkova,Midtown-Midtown South,2.0
40355,Japanese zelkova,Midtown-Midtown South,2.0
52389,Japanese zelkova,Midtown-Midtown South,2.0
57594,Japanese zelkova,Midtown-Midtown South,2.0
58199,Japanese zelkova,Midtown-Midtown South,2.0
58200,Japanese zelkova,Midtown-Midtown South,2.0
20717,Japanese zelkova,Morningside Heights,2.0
31533,Japanese zelkova,Morningside Heights,2.0
40724,Japanese zelkova,Morningside Heights,2.0
2484,Japanese zelkova,Murray Hill-Kips Bay,2.0
10640,Japanese zelkova,Murray Hill-Kips Bay,2.0
10482,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
10745,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
10772,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
12186,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
12229,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
12230,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
12271,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
12326,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
13832,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
16021,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
16611,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
17002,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
26361,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
26607,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
33254,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
43418,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
56212,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
59281,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
61523,Japanese zelkova,SoHo-TriBeCa-Civic Center-Little Italy,2.0
5598,Japanese zelkova,Turtle Bay-East Midtown,2.0
24003,Japanese zelkova,Turtle Bay-East Midtown,2.0
33792,Japanese zelkova,Turtle Bay-East Midtown,2.0
33793,Japanese zelkova,Turtle Bay-East Midtown,2.0
38431,Japanese zelkova,Turtle Bay-East Midtown,2.0
1056,Japanese zelkova,Upper East Side-Carnegie Hill,2.0
1649,Japanese zelkova,Upper East Side-Carnegie Hill,2.0
27241,Japanese zelkova,Upper East Side-Carnegie Hill,2.0
3443,Japanese zelkova,Upper West Side,2.0
31895,Japanese zelkova,Upper West Side,2.0
38388,Japanese zelkova,Upper West Side,2.0
38420,Japanese zelkova,Upper West Side,2.0
42137,Japanese zelkova,Upper West Side,2.0
47805,Japanese zelkova,Upper West Side,2.0
49429,Japanese zelkova,Upper West Side,2.0
54741,Japanese zelkova,Upper West Side,2.0
55217,Japanese zelkova,Upper West Side,2.0
55375,Japanese zelkova,Upper West Side,2.0
56668,Japanese zelkova,Upper West Side,2.0
57535,Japanese zelkova,Upper West Side,2.0
61511,Japanese zelkova,Upper West Side,2.0
62111,Japanese zelkova,Upper West Side,2.0
9136,Japanese zelkova,Washington Heights North,2.0
20296,Japanese zelkova,Washington Heights North,2.0
20368,Japanese zelkova,Washington Heights North,2.0
22847,Japanese zelkova,Washington Heights North,2.0
32156,Japanese zelkova,Washington Heights North,2.0
32789,Japanese zelkova,Washington Heights North,2.0
44333,Japanese zelkova,Washington Heights North,2.0
44428,Japanese zelkova,Washington Heights North,2.0
44656,Japanese zelkova,Washington Heights North,2.0
45172,Japanese zelkova,Washington Heights North,2.0
45173,Japanese zelkova,Washington Heights North,2.0
45188,Japanese zelkova,Washington Heights North,2.0
47427,Japanese zelkova,Washington Heights North,2.0
6825,Japanese zelkova,Washington Heights South,2.0
12827,Japanese zelkova,Washington Heights South,2.0
16596,Japanese zelkova,Washington Heights South,2.0
17004,Japanese zelkova,Washington Heights South,2.0
17005,Japanese zelkova,Washington Heights South,2.0
17006,Japanese zelkova,Washington Heights South,2.0
17010,Japanese zelkova,Washington Heights South,2.0
17074,Japanese zelkova,Washington Heights South,2.0
17347,Japanese zelkova,Washington Heights South,2.0
32839,Japanese zelkova,Washington Heights South,2.0
35207,Japanese zelkova,Washington Heights South,2.0
35253,Japanese zelkova,Washington Heights South,2.0
35582,Japanese zelkova,Washington Heights South,2.0
32460,Japanese zelkova,West Village,2.0
34519,Japanese zelkova,West Village,2.0
35122,Japanese zelkova,West Village,2.0
21761,Japanese zelkova,Yorkville,2.0
51588,Japanese zelkova,Yorkville,2.0
37077,Kentucky coffeetree,Battery Park City-Lower Manhattan,2.0
37951,Kentucky coffeetree,Battery Park City-Lower Manhattan,2.0
39124,Kentucky coffeetree,Battery Park City-Lower Manhattan,2.0
31609,Kentucky coffeetree,Central Harlem North-Polo Grounds,2.0
29256,Kentucky coffeetree,Chinatown,2.0
30304,Kentucky coffeetree,Chinatown,2.0
58707,Kentucky coffeetree,Chinatown,2.0
18370,Kentucky coffeetree,Clinton,2.0
22689,Kentucky coffeetree,Clinton,2.0
25121,Kentucky coffeetree,Clinton,2.0
58613,Kentucky coffeetree,East Harlem North,2.0
3479,Kentucky coffeetree,East Harlem South,2.0
3812,Kentucky coffeetree,East Harlem South,2.0
4656,Kentucky coffeetree,East Harlem South,2.0
58402,Kentucky coffeetree,East Village,2.0
614,Kentucky coffeetree,Gramercy,2.0
48513,Kentucky coffeetree,Gramercy,2.0
13353,Kentucky coffeetree,Hamilton Heights,2.0
18395,Kentucky coffeetree,Hamilton Heights,2.0
31607,Kentucky coffeetree,Hamilton Heights,2.0
31613,Kentucky coffeetree,Hamilton Heights,2.0
31723,Kentucky coffeetree,Hamilton Heights,2.0
56163,Kentucky coffeetree,Hamilton Heights,2.0
43314,Kentucky coffeetree,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
846,Kentucky coffeetree,Lenox Hill-Roosevelt Island,2.0
3788,Kentucky coffeetree,Lenox Hill-Roosevelt Island,2.0
4118,Kentucky coffeetree,Lenox Hill-Roosevelt Island,2.0
3388,Kentucky coffeetree,Lincoln Square,2.0
56295,Kentucky coffeetree,Lincoln Square,2.0
57266,Kentucky coffeetree,Lincoln Square,2.0
58699,Kentucky coffeetree,Lincoln Square,2.0
26589,Kentucky coffeetree,Lower East Side,2.0
29452,Kentucky coffeetree,Lower East Side,2.0
51597,Kentucky coffeetree,Lower East Side,2.0
56162,Kentucky coffeetree,Lower East Side,2.0
60005,Kentucky coffeetree,Lower East Side,2.0
62187,Kentucky coffeetree,Lower East Side,2.0
45948,Kentucky coffeetree,Manhattanville,2.0
51345,Kentucky coffeetree,Manhattanville,2.0
13005,Kentucky coffeetree,Morningside Heights,2.0
22628,Kentucky coffeetree,Morningside Heights,2.0
48305,Kentucky coffeetree,Morningside Heights,2.0
57088,Kentucky coffeetree,Morningside Heights,2.0
58438,Kentucky coffeetree,Morningside Heights,2.0
58609,Kentucky coffeetree,Morningside Heights,2.0
58703,Kentucky coffeetree,Morningside Heights,2.0
59959,Kentucky coffeetree,Morningside Heights,2.0
2226,Kentucky coffeetree,Murray Hill-Kips Bay,2.0
2238,Kentucky coffeetree,Murray Hill-Kips Bay,2.0
3274,Kentucky coffeetree,Murray Hill-Kips Bay,2.0
3286,Kentucky coffeetree,Murray Hill-Kips Bay,2.0
4117,Kentucky coffeetree,Murray Hill-Kips Bay,2.0
4681,Kentucky coffeetree,Murray Hill-Kips Bay,2.0
5261,Kentucky coffeetree,Murray Hill-Kips Bay,2.0
30747,Kentucky coffeetree,Murray Hill-Kips Bay,2.0
30750,Kentucky coffeetree,Murray Hill-Kips Bay,2.0
42378,Kentucky coffeetree,Stuyvesant Town-Cooper Village,2.0
25650,Kentucky coffeetree,Turtle Bay-East Midtown,2.0
26590,Kentucky coffeetree,Turtle Bay-East Midtown,2.0
31604,Kentucky coffeetree,Turtle Bay-East Midtown,2.0
7523,Kentucky coffeetree,Upper West Side,2.0
7899,Kentucky coffeetree,Upper West Side,2.0
8406,Kentucky coffeetree,Upper West Side,2.0
56100,Kentucky coffeetree,Upper West Side,2.0
13527,Kentucky coffeetree,Washington Heights North,2.0
60058,Kentucky coffeetree,Washington Heights North,2.0
752,Kentucky coffeetree,Washington Heights South,2.0
9549,Kentucky coffeetree,Washington Heights South,2.0
18358,Kentucky coffeetree,Washington Heights South,2.0
19592,Kentucky coffeetree,Washington Heights South,2.0
20837,Kentucky coffeetree,Washington Heights South,2.0
61987,Kentucky coffeetree,Washington Heights South,2.0
41017,Kentucky coffeetree,West Village,2.0
48445,Kentucky coffeetree,West Village,2.0
54528,Kentucky yellowwood,Central Harlem North-Polo Grounds,2.0
47932,Kentucky yellowwood,Washington Heights South,2.0
12889,London planetree,Battery Park City-Lower Manhattan,2.0
26057,London planetree,Battery Park City-Lower Manhattan,2.0
26868,London planetree,Battery Park City-Lower Manhattan,2.0
17278,London planetree,Central Harlem North-Polo Grounds,2.0
25280,London planetree,Central Harlem North-Polo Grounds,2.0
25342,London planetree,Central Harlem North-Polo Grounds,2.0
25371,London planetree,Central Harlem North-Polo Grounds,2.0
46214,London planetree,Central Harlem North-Polo Grounds,2.0
23741,London planetree,Central Harlem South,2.0
42403,London planetree,Central Harlem South,2.0
42413,London planetree,Central Harlem South,2.0
42535,London planetree,Central Harlem South,2.0
43086,London planetree,Central Harlem South,2.0
55734,London planetree,Central Harlem South,2.0
40672,London planetree,Chinatown,2.0
9812,London planetree,East Harlem North,2.0
56892,London planetree,East Harlem North,2.0
31739,London planetree,East Harlem South,2.0
23511,London planetree,East Village,2.0
23732,London planetree,East Village,2.0
43681,London planetree,East Village,2.0
43875,London planetree,East Village,2.0
43914,London planetree,East Village,2.0
50044,London planetree,East Village,2.0
33561,London planetree,Gramercy,2.0
36921,London planetree,Gramercy,2.0
59558,London planetree,Gramercy,2.0
27252,London planetree,Hamilton Heights,2.0
27321,London planetree,Hamilton Heights,2.0
27348,London planetree,Hamilton Heights,2.0
27462,London planetree,Hamilton Heights,2.0
37885,London planetree,Hamilton Heights,2.0
43182,London planetree,Hamilton Heights,2.0
43202,London planetree,Hamilton Heights,2.0
36181,London planetree,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
47773,London planetree,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
53171,London planetree,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
53193,London planetree,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
54245,London planetree,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
54787,London planetree,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
54812,London planetree,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
3221,London planetree,Lenox Hill-Roosevelt Island,2.0
35607,London planetree,Lincoln Square,2.0
48853,London planetree,Lincoln Square,2.0
48979,London planetree,Lincoln Square,2.0
59872,London planetree,Lincoln Square,2.0
60140,London planetree,Lincoln Square,2.0
60207,London planetree,Lincoln Square,2.0
22702,London planetree,Lower East Side,2.0
24635,London planetree,Lower East Side,2.0
25146,London planetree,Lower East Side,2.0
25174,London planetree,Lower East Side,2.0
25251,London planetree,Lower East Side,2.0
25512,London planetree,Lower East Side,2.0
25602,London planetree,Lower East Side,2.0
25879,London planetree,Lower East Side,2.0
27742,London planetree,Lower East Side,2.0
38237,London planetree,Lower East Side,2.0
57303,London planetree,Lower East Side,2.0
59137,London planetree,Lower East Side,2.0
59144,London planetree,Lower East Side,2.0
59150,London planetree,Lower East Side,2.0
59162,London planetree,Lower East Side,2.0
59173,London planetree,Lower East Side,2.0
59176,London planetree,Lower East Side,2.0
59519,London planetree,Lower East Side,2.0
62265,London planetree,Lower East Side,2.0
37437,London planetree,Marble Hill-Inwood,2.0
52534,London planetree,Marble Hill-Inwood,2.0
52542,London planetree,Marble Hill-Inwood,2.0
29503,London planetree,Midtown-Midtown South,2.0
41865,London planetree,Morningside Heights,2.0
49669,London planetree,Morningside Heights,2.0
3030,London planetree,Murray Hill-Kips Bay,2.0
43203,London planetree,Murray Hill-Kips Bay,2.0
4024,London planetree,SoHo-TriBeCa-Civic Center-Little Italy,2.0
59787,London planetree,Stuyvesant Town-Cooper Village,2.0
59852,London planetree,Stuyvesant Town-Cooper Village,2.0
62287,London planetree,Stuyvesant Town-Cooper Village,2.0
22932,London planetree,Turtle Bay-East Midtown,2.0
53187,London planetree,Upper East Side-Carnegie Hill,2.0
22,London planetree,Upper West Side,2.0
7407,London planetree,Upper West Side,2.0
7817,London planetree,Upper West Side,2.0
8050,London planetree,Upper West Side,2.0
8808,London planetree,Upper West Side,2.0
26238,London planetree,Upper West Side,2.0
52499,London planetree,Upper West Side,2.0
56854,London planetree,Upper West Side,2.0
57340,London planetree,Upper West Side,2.0
60251,London planetree,Upper West Side,2.0
60258,London planetree,Upper West Side,2.0
62275,London planetree,Upper West Side,2.0
62301,London planetree,Upper West Side,2.0
62304,London planetree,Upper West Side,2.0
62329,London planetree,Upper West Side,2.0
62336,London planetree,Upper West Side,2.0
62352,London planetree,Upper West Side,2.0
20570,London planetree,Washington Heights North,2.0
20638,London planetree,Washington Heights North,2.0
20727,London planetree,Washington Heights North,2.0
20742,London planetree,Washington Heights North,2.0
20752,London planetree,Washington Heights North,2.0
32219,London planetree,Washington Heights North,2.0
46478,London planetree,Washington Heights North,2.0
46494,London planetree,Washington Heights North,2.0
27364,London planetree,Washington Heights South,2.0
6509,London planetree,West Village,2.0
48669,Norway maple,East Village,2.0
56490,Norway maple,East Village,2.0
40172,Norway maple,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
43386,Norway maple,Manhattanville,2.0
57649,Norway maple,Midtown-Midtown South,2.0
3284,Norway maple,Turtle Bay-East Midtown,2.0
32859,Norway maple,Washington Heights North,2.0
34904,Norway maple,Washington Heights North,2.0
34926,Norway maple,West Village,2.0
41014,Norway spruce,Hamilton Heights,2.0
45895,Persian ironwood,East Village,2.0
53533,Schumard's oak,Chinatown,2.0
438,Schumard's oak,East Harlem South,2.0
53520,Schumard's oak,East Village,2.0
30939,Schumard's oak,Hamilton Heights,2.0
31795,Schumard's oak,Hamilton Heights,2.0
53627,Schumard's oak,Hamilton Heights,2.0
53668,Schumard's oak,Hamilton Heights,2.0
21056,Schumard's oak,Lower East Side,2.0
56499,Schumard's oak,Morningside Heights,2.0
45135,Schumard's oak,SoHo-TriBeCa-Civic Center-Little Italy,2.0
53549,Schumard's oak,SoHo-TriBeCa-Civic Center-Little Italy,2.0
53573,Schumard's oak,SoHo-TriBeCa-Civic Center-Little Italy,2.0
18738,Schumard's oak,Washington Heights South,2.0
22293,Schumard's oak,Washington Heights South,2.0
23451,Schumard's oak,Washington Heights South,2.0
2267,Scots pine,Lower East Side,2.0
24655,Siberian elm,Central Harlem North-Polo Grounds,2.0
27526,Siberian elm,Central Harlem North-Polo Grounds,2.0
28948,Siberian elm,Hamilton Heights,2.0
31654,Siberian elm,Hamilton Heights,2.0
54335,Siberian elm,Hudson Yards-Chelsea-Flatiron-Union Square,2.0
26825,Siberian elm,Murray Hill-Kips Bay,2.0
28969,Siberian elm,Washington Heights North,2.0
31834,Siberian elm,Washington Heights North,2.0
21972,Siberian elm,Washington Heights South,2.0
12621,Sophora,Battery Park City-Lower Manhattan,2.0
42692,Sophora,Battery Park City-Lower Manhattan,2.0
19223,Sophora,Central Harlem North-Polo Grounds,2.0
21684,Sophora,Central Harlem North-Polo Grounds,2.0
25835,Sophora,Central Harlem North-Polo Grounds,2.0
30753,Sophora,Central Harlem North-Polo Grounds,2.0
45872,Sophora,Central Harlem North-Polo Grounds,2.0
46189,Sophora,Central Harlem North-Polo Grounds,2.0
53849,Sophora,Central Harlem North-Polo Grounds,2.0
54184,Sophora,Central Harlem North-Polo Grounds,2.0
